target_id,rank,priority_class,priority_score,ssi,local_mean_ssi_2km,known_objects_3km,nearest_known_km,distance_almaty_km,latitude,longitude
T41,41,Расширенный приоритет,90.54665936373333,98.6113930732064,98.30737118429327,5,1.024472579180922,19.24431176068923,43.135370086683366,76.69986506143665
T42,42,Расширенный приоритет,90.41586739044149,98.45101303341588,98.16542801293649,5,0.9604669830761653,58.59512354259998,43.27580509341071,77.60953998147468
T43,43,Расширенный приоритет,90.37314564463165,96.78427869584635,96.53324726699321,6,1.2707940817554744,49.89157251011672,43.25115797690704,77.50378194250025
T44,44,Расширенный приоритет,90.15240039740775,98.11198181006132,97.90876194564063,5,1.7469804533005737,14.029616967546687,43.12457515098042,76.8163510597703
T45,45,Расширенный приоритет,90.1447708483694,94.91859190385318,94.64696918598534,7,0.3948869730304524,15.709369340475169,43.161126002054424,77.05114159540702
T46,46,Расширенный приоритет,90.00960167249328,97.93942100775509,97.74912766682051,5,1.1709486127022075,9.262399686119275,43.211600994134386,76.99743566942874
T47,47,Расширенный приоритет,89.78205342797315,97.67550448658083,97.47448047390624,5,1.156041130648893,48.59987997773033,43.30567160151646,77.48136102986123
T48,48,Расширенный приоритет,89.72669517683235,97.6369320719477,97.36066906359767,5,1.3105865271548032,61.03946961804373,43.27060080738939,77.64012272074363
T49,49,Расширенный приоритет,89.67350584718034,95.94786633643268,95.73453726774726,6,0.7900426272315151,15.644846570008156,43.26416891540497,77.07924142935806
T50,50,Расширенный приоритет,89.60271448706975,99.02350887165537,98.95079717704616,4,0.17157719491805923,52.809217298234074,43.29096123833489,77.53623082980222
